"Niveau 1
(Formulaire)";"Niveau 2
(Groupe)";"Niveau 3
(sous-groupe)";"Niveau 4
(sous-sous-groupe)";Nouveau Code;Ancien Code;Code Donnée Indicateurs Européens (DXX);Libellé de la donnée (FR);Libellé de la donnée (EN);Texte explicatif de la donnée (FR);Texte explicatif de la donnée (EN);Consigne de saisie MESRI existante;Donnée de l'année N-1 proposée par défaut O/N;Donnée à saisir ou calculée;Formule de calcul;Type de saisie;report N >> N+1;Variable 2013;Variable 2014;Variable 2015;Variable 2016;Variable 2017;Variable 2018;Variable 2019;Format de la donnée (texte, nombre, monétaire €, binaire);Unité de mesure de la donnée si format nombre ;Période ou date de la mesure (année civile, au 31/12);Valeur Min;Valeur Max => ;Alerte BL/NBL sur valeur max;Texte de l'alerte;Evolution Min (alerte NBL);Evolution Max (alerte NBL);Granularité;Remarque
;Usagers (à renseigner par les universités et les établissments d'enseignement supérieurs uniquement);;;;;;;;;;Oui;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;Emprunteurs;;;;;;;;Oui;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;EmprL;Pub3;;Usagers de l'établissement - Etudiants en licence - emprunteurs;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année universitaire;0;100 000;N-Bl;;-20%;20%;SD;
;;;;EmprM;Pub5;;Usagers de l'établissement - Etudiants en master - emprunteurs;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année universitaire;0;60 000;N-Bl;;-20%;20%;SD;
;;;;EmprD;Pub7;;Usagers de l'établissement - Etudiants en doctorat - emprunteurs;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année universitaire;0;10 000;N-Bl;;-20%;20%;SD;
;;;;EmprEC;Pub9;;Usagers de l'établissement - Chercheurs et enseignants-chercheurs - emprunteurs;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année universitaire;0;10 000;N-Bl;;-20%;20%;SD;
;;;;EmpAut;Pub11;;Usagers de l'établissement - Autres usagers - emprunteurs;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année universitaire;0;50 000;N-Bl;;-50%;50%;SD;
;;;;EmpTot;nouveau;;s/total usagers de l'établissements emprunteurs;;;;SO;;Calculée;EmprL + EmprM + EmprD + EmprEC + EmpAut;Non;;;;;;;;;entier;;année universitaire;;;;;;;SD;
;;;;EmprExt;Pub13;;Usagers extérieurs - emprunteurs;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année universitaire;0;50 000;N-Bl;;-50%;50%;SD;
;;;Inscrits;;;;;;;;Oui;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;InscritL;Pub4;;Usagers de l'établissement - Etudiants en licence - inscrits;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;100 000;N-Bl;;-20%;20%;SD;
;;;;InscritM;Pub6;;Usagers de l'établissement - Etudiants en master - inscrits;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;60 000;N-Bl;;-20%;20%;SD;
;;;;InscrritD;Pub8;;Usagers de l'établissement - Etudiants en doctorat - inscrits;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;10 000;N-Bl;;-20%;20%;SD;
;;;;InscritEC;Pub10;;Usagers de l'établissement - Chercheurs et enseignants-chercheurs - inscrits;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;10 000;N-Bl;;-20%;20%;SD;
;;;;InscritAut;Pub12;;Usagers de l'établissement - Autres usagers - inscrits;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;50 000;N-Bl;;-50%;50%;SD;
;;;;InscritTot;nouveau;;s/total usagers de l'établissements inscrits;;;;SO;;Calculée;InscritL + InscritM + InscrritD + InscritEC + InscritAut;Non;;;;;;;;;entier;;31-12;;;;;;;SD;
;;;;InscritExt;Pub14;;Usagers extérieurs - inscrits;;;;Oui groupée;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;50 000;N-Bl;;-50%;50%;SD;
;Usagers (à renseigner par les organismes uniquement);;;;;;;;;;Non;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;Inscrits;;;;;;;;;Non;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;OrgInscritD;Pub15;;Usagers de l'établissement inscrits en bibliothèque - Étudiants (doctorants);;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;10 000;N-Bl;;-20%;20%;SD;
;;;;OrgInscritC;Pub16;;Usagers de l'établissement inscrits en bibliothèque - Chercheurs - Inscrits;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;10 000;N-Bl;;-20%;20%;SD;
;;;;OrgInscritIR;Pub17;;Usagers de l'établissement inscrits en bibliothèque - Ingénieurs de recherche - Inscrits;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;10 000;N-Bl;;-20%;20%;SD;
;;;;OrgInscritAut;Pub18;;Usagers de l'établissement inscrits en bibliothèque - Autres personnels de l'organisme - Inscrits;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;10 000;N-Bl;;-50%;50%;SD;
;;;;OrgInscritTot;nouveau;;s/total usagers de l'organisme inscrits;;;;SO;;Calculée;OrgInscritD + OrgInscritC + OrgInscritIR + OrgInscritAut;Non;;;;;;;;;entier;;31-12;;;;;;;SD;
;;;;OrgInscritExtC;Pub19;;Chercheurs extérieurs à l'organisme - Inscrits;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;10 000;N-Bl;;-50%;50%;SD;
;;;;OrgInscritExtAut;Pub20;;Autres usagers extérieurs - Inscrits;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;31-12;0;50 000;N-Bl;;-50%;50%;SD;
Usages numériques;;;;;;;;;;;Non;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;Documentation numérique;;;;;;;;;;Oui;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;Documentation numérique acquise;;;;;;;;;Oui;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;UsSessions;Us1;;Nombre d'accès/sessions ;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;25 000 000;N-Bl;;-40%;40%;SD;
;;;;UsRec;Us2;;Nombre de recherches;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;25 000 000;N-Bl;;-40%;40%;SD;
;;;;Us3;Us3;;Nombre d'unités vues ou téléchargées de la collection éditoriale - total;;;;Oui;;Titre N4;;Non;;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;entier;;;;;;;;;SD;A transformer en titre. Reporter le s/total en bas de tableau - Us3 : variable fermée en 2016 suite à modification de la présentation du questionnaire et la creation de Us27
;;;;UsVuesEbook;Us4;;Nombre d'unités vues ou téléchargées de livres électroniques;;Nombre d'unités vues ou téléchargées de la collection éditoriale - dont consultation de livres électroniques;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;25 000 000;N-Bl;;-40%;40%;SD;
;;;;UsVuesArticles;Us5;;Nombre d'unités vues ou téléchargées d'articles de périodiques;;Nombre d'unités vues ou téléchargées de la collection éditoriale - dont consultation d'articles de périodiques;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;25 000 000;N-Bl;;-40%;40%;SD;
;;;;UsVuesAut;Us27;;Nombre d'unités vues ou téléchargées d'autres documents électroniques;;Nombre d'unités vues ou téléchargées de la collection éditoriale - dont autres;;Oui;N;Saisie;;libre;;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;50 000 000;N-Bl;;-40%;40%;SD;
;;;;UsVuesTot;nouveau;;s/total nb d'unités vues ou téléchargées de la colection éditoriale;;;;SO;;Calculée;UsVuesEbook + UsVuesArticles + UsVuesAut;Non;;;;;;;;;entier;;année civile;;;;;;;SD;présentée au dessus dans la questionnaire actuel >>> modifier la présentation ?
;;Documentation numérique produite;;;;;;;;;Non;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;UsVueNumerise;Us6;;Nombre d'unités vues ou téléchargées de la collection numérisée;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;25 000 000;N-Bl;;-40%;40%;SD;
;;;;UsVuePedago;Us7;;Nombre d'unités vues ou téléchargées pour la documentation pédagogique numérique;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;25 000 000;N-Bl;;-40%;40%;SD;
;;;;UsVuesTheseNum;Us8;;Nombre d'unités vues ou téléchargées pour les thèses, HDR, mémoires numériques;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;25 000 000;N-Bl;;-40%;40%;SD;
;;;;UsVuesArticleEtb;Us9;;Nombre d'unités vues ou téléchargées pour les articles scientifiques;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;25 000 000;N-Bl;;-40%;40%;SD;
;Fréquentation en ligne;;;;;;;;;;Oui;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;Site web;;;;;;;;;Non;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;UsVisites;Pub1;;Visites virtuelles sur le site web de la bibliothèque (sur l'année civile);;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;Visites;année civile;0;25 000 000;N-Bl;;-40%;40%;SD;
;;Portail documentaire;;;;;;;;;Non;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;UsRecCat;Us10;;Nombre de requêtes dans le catalogue;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;50 000 000;N-Bl;;-40%;40%;SD;
;;Service de référence en ligne;;;;;;;;;Non;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;UsQuestions;Us13;;Nombre de questions traitées par le service de référence en ligne;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;25 000;N-Bl;;-40%;40%;SD;
Formation des usagers;;;;;;;;;;;Oui;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;Formations dispensées hors cursus;;;;;;;;;;Oui;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;FormOutcursH;Us14;;Nombre d'heures dispensées;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;dec2;Heures;année civile;0;10 000;N-Bl;;-30%;30%;SD;
;;Nombre d’usagers concernés;;;;;;;;;Oui groupée;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;FormOutcursL;Us15;;Nombre d'usagers concernés : Etudiants en licence;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;Etudiants;année civile;0;10 000;N-Bl;;-30%;30%;SD;
;;;;FormOutcursM;Us16;;Nombre d'usagers concernés : Etudiants en master;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;Etudiants;année civile;0;5 000;N-Bl;;-30%;30%;SD;
;;;;FormOutcursD;Us17;;Nombre d'usagers concernés : Etudiants en doctorat;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;Etudiants;année civile;0;5 000;N-Bl;;-30%;30%;SD;
;;;;FormOutcursAut;Us18;;Nombre d'usagers concernés : Autres personnes formées;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;Usagers;année civile;0;10 000;N-Bl;;-30%;30%;SD;
;Formations dispensées dans les cursus;;;;;;;;;;Oui groupée;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;FormIncursH;Us19;;Nombre d'heures dispensées;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;dec2;Heures;année civile;0;10 000;N-Bl;;-30%;30%;SD;
;;Nombre d’usagers concernés;;;;;;;;;Oi supra;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;FormIncursL;Us20;;Nombre d'usagers concernés : Etudiants en licence;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;Etudiants;année civile;0;100 000;N-Bl;;-30%;30%;SD;
;;;;FormIncursM;Us21;;Nombre d'usagers concernés : Etudiants en master;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;Etudiants;année civile;0;10 000;N-Bl;;-30%;30%;SD;
;;;;FormIncursD;Us22;;Nombre d'usagers concernés : Etudiants en doctorat;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;Etudiants;année civile;0;10 000;N-Bl;;-30%;30%;SD;
;;;;FormUsTot;nouveau;;Total usagers formés;;;;SO;;Calculée;FormOutcursL + FormOutcursM + FormOutcursD + FormOutcursAut + FormIncursL + FormIncursM + FormIncursD;Non;;;;;;;;;entier;Usagers;année civile;;;;;;;SD;
;;;;FormEtudTot;nouveau;;Dont étudiants formés;;;;SO;;Calculée;FormOutcursL + FormOutcursM + FormOutcursD + FormIncursL + FormIncursM + FormIncursD;Non;;;;;;;;;entier;Etudiants;année civile;;;;;;;SD;
;;;;FormHTot;nouveau;;Nombre d'heures de formation dispensées;;;;SO;;Calculée;FormOutcursH + FormIncursH;Non;;;;;;;;;dec2;Heures;année civile;;;;;;;SD;
PEB;;;;;;;;;;;Oui groupée;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;PebDExp;Us23;;Nombre de documents sur support d'autres bibliothèques demandés en PEB par les publics de la bibliothèque - (PEB DEMANDEUR - demandes expédiées);;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;50 000;N-Bl;;-30%;30%;SD;
;;;;PebDSat;Us24;;Nombre de documents sur support d'autres bibliothèques demandés en PEB par les publics de la bibliothèque - (PEB DEMANDEUR - demandes expédiées et satisfaites);;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;50 000;N-Bl;;-30%;30%;SD;
;;;;PebFRecues;Us25;;Nombre de documents sur support de la bibliothèque demandés en PEB par les publics d'autres bibliothèques - (PEB FOURNISSEUR - demandes reçues);;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;50 000;N-Bl;;-30%;30%;SD;
;;;;PebFSat ;Us26;;Nombre de documents sur support de la bibliothèque demandés en PEB par les publics d'autres bibliothèques - (PEB FOURNISSEUR - demandes reçues et satisfaites);;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;;année civile;0;50 000;N-Bl;;-30%;30%;SD;
Personnels;;;;;;;;;;;Non;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;Effectifs de la structure (hors emploi étudiant) par catégorie et par filière;;;;;;;;;;Oui groupée;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;Filière bibliothèque;;;;;;;;Oui;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;PersPP_BibA;Pers1;;effectif de catégorie A ou cadre - Filière bibliothèques;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_BibB;Pers6;;effectif de catégorie B (si distinction B/C pertinente) - Filière bibliothèques;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_BibC;Pers11;;effectif de catégorie C (si distinction B/C pertinente) - Filière bibliothèques;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_BibBC;Pers16;;effectifs de catégorie B ou C (si distinction B/C non-pertinente) - Filière bibliothèques;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_BibTot;nouveau;;total filière bibliothèque;;;;SO;;Calculée;PersPP_BibA + PersPP_BibB + PersPP_BibC + PersPP_BibBC;Non;;;;;;;;;entier;PP;31-12;;;;;;;SD;
;;;Filière ITRF BAP F;;;;;;;;Oui;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;PersPP_ITRFA;Pers2;;effectif de catégorie A ou cadre - Filière ITRF BAP F;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_ITRFB;Pers7;;effectif de catégorie B (si distinction B/C pertinente) - Filière ITRF BAP F;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_ITRFC;Pers12;;effectif de catégorie C (si distinction B/C pertinente) - Filière ITRF BAP F;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_ITRFBC;Pers17;;effectifs de catégorie B ou C (si distinction B/C non-pertinente) - Filière ITRF BAP F;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_ITRFTot;nouveau;;total filière ITRF BAP F;;;;SO;;Calculée;PersPP_ITRFA + PersPP_ITRFB + PersPP_ITRFC + PersPP_ITRFBC;Non;;;;;;;;;entier;PP;31-12;;;;;;;SD;
;;;Autres filières FP;;;;;;;;Oui;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;PersPP_AutA;Pers3;;effectif de catégorie A ou cadre - Filière Autres filières de la fonction publique;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_AutB;Pers8;;effectif de catégorie B (si distinction B/C pertinente) - Filière Autres filières de la fonction publique;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_AutC;Pers13;;effectif de catégorie C (si distinction B/C pertinente) - Filière Autres filières de la fonction publique;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_AutBC;Pers18;;effectifs de catégorie B ou C (si distinction B/C non-pertinente) - Filière Autres filières de la fonction publique;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-20%;20%;SD;
;;;;PersPP_AutTOT;nouveau;;total autres filières dela FP;;;;SO;;Calculée;PersPP_AutA + PersPP_AutB + PersPP_AutC + PersPP_AutBC;Non;;;;;;;;;entier;PP;31-12;;;;;;;SD;
;;;CDD;;;;;;;;Oui groupée avec CDI;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;PersPP_CDDA;Pers4;;effectif de catégorie A ou cadre - CDD;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-30%;30%;SD;
;;;;PersPP_CDDB;Pers9;;effectif de catégorie B (si distinction B/C pertinente) - CDD;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-30%;30%;SD;
;;;;PersPP_CDDC;Pers14;;effectif de catégorie C (si distinction B/C pertinente) - CDD;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-30%;30%;SD;
;;;;PersPP_CDDBC;Pers19;;effectifs de catégorie B ou C (si distinction B/C non-pertinente) - CDD;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-30%;30%;SD;
;;;;PersPP_CDDTot;nouveau;;total CDD;;;;SO;;Calculée;PersPP_CDDA + PersPP_CDDB + PersPP_CDDC + PersPP_CDDBC;Non;;;;;;;;;entier;PP;31-12;;;;;;;SD;
;;;CDI;;;;;;;;Oui groupée avec CDD;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;PersPP_CDIA;Pers5;;effectif de catégorie A ou cadre - CDI;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-30%;30%;SD;
;;;;PersPP_CDIB;Pers10;;effectif de catégorie B (si distinction B/C pertinente) - CDI;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-30%;30%;SD;
;;;;PersPP_CDIC;Pers15;;effectif de catégorie C (si distinction B/C pertinente) - CDI;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-30%;30%;SD;
;;;;PersPP_CDIBC;Pers20;;effectifs de catégorie B ou C (si distinction B/C non-pertinente) - CDI;;;;Non;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;31-12;0;100;N-Bl;;-30%;30%;SD;
;;;;PersPP_CDITot;nouveau;;total CDI;;;;SO;;Calculée;PersPP_CDIA + PersPP_CDIB + PersPP_CDIC + PersPP_CDIBC;Non;;;;;;;;;entier;PP;31-12;;;;;;;SD;
;;;;PersPP_Tot;nouveau;;Total PP toutes catégories;;;;SO;;Calculée;PersPP_BibA + PersPP_BibB + PersPP_BibC + PersPP_BibBC + PersPP_ITRFA + PersPP_ITRFB + PersPP_ITRFC + PersPP_ITRFBC + PersPP_AutA + PersPP_AutB + PersPP_AutC + PersPP_AutBC + PersPP_CDDA + PersPP_CDDB + PersPP_CDDC + PersPP_CDDBC + PersPP_CDIA + PersPP_CDIB + PersPP_CDIC + PersPP_CDIBC;Non;;;;;;;;;entier;PP;31-12;;;;;;;;
;Emploi étudiant;;;;;;;;;;Oui;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;PersPP_Etud;Pers 21;;Effectif d'étudiants employés au cours de l'année en personnes physiques;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;PP;année civile;0;500;N-Bl;;-30%;30%;SD;
;;;;PersETPT_Etud;Pers 22;;Effectif d'étudiants employés au cours de l'année en ETPT;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;dec2;ETPT;année civile;0;100;N-Bl;;-50%;50%;SD;
;Formation continue;;;;;;;;;;Non;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;PersFormH;Pers 23;;Nombre d'heures effectuées au titre de la formation continue par les personnels du service, au cours de l'année civile;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;entier;Heures;année civile;0;25 000;N-Bl;;-30%;30%;SD;
;Activités / Fonctions des personnels;;;;;;;;;;Oui;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;Activite1;Pers 24;;Bibliothèques et centres documentaires : accueil, information, renseignement;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;dec2;ETPT;année civile;0;100;N-Bl;;-10%;10%;SD;
;;;;Activite2;Pers 25;;Services de fourniture documentaire (prêt, communication sur place, PEB/FDD, numérisation à la demande, fourniture de ressources numériques, etc.);;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;dec2;ETPT;année civile;0;100;N-Bl;;-10%;10%;SD;
;;;;Activite3;Pers 26;;Formation des usagers / Ingénierie pédagogique;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;dec2;ETPT;année civile;0;100;N-Bl;;-10%;10%;SD;
;;;;Activite4;Pers 27;;Acquisition et traitement de ressources sur support analogique;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;dec2;ETPT;année civile;0;100;N-Bl;;-10%;10%;SD;
;;;;Activite5;Pers 28;;Fourniture et développement de services et ressources numériques;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;dec2;ETPT;année civile;0;100;N-Bl;;-10%;10%;SD;
;;;;Activite6;Pers 29;;Archives ouvertes et institutionnelles;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;dec2;ETPT;année civile;0;100;N-Bl;;-10%;10%;SD;
;;;;Activite7;Pers 30;;Bibliométrie;;;;Oui;N;Saisie;;libre;;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;VRAI;dec2;ETPT;année civile;0;100;N-Bl;;-10%;10%;SD;
