Niveau 1
(Formulaire);Niveau 2
(Groupe);Niveau 3
(sous-groupe);Niveau 4
(sous-sous-groupe);Nouveau Code;Ancien Code;Code Donnée Indicateurs Européens (DXX);Libellé de la donnée (FR);Libellé de la donnée (EN);Texte explicatif de la donnée (FR);Texte explicatif de la donnée (EN);Consigne;Donnée de l'année N-1 proposée par défaut O/N;Donnée à saisir ou calculée;Formule de calcul;Type de saisie;report N >> N+1;Variable 2013;Variable 2014;Variable 2015;Variable 2016;Variable 2017;Variable 2018;Variable 2019;Format de la donnée (texte, nombre, monétaire €, binaire);Unité de mesure de la donnée si format nombre ;Période ou date de la mesure (année civile, au 31/12);Valeur Min;Valeur Max => ;Alerte BL/NBL sur valeur max;Texte de l'alerte;Evolution Min (alerte NBL);Evolution Max (alerte NBL);Granularité;Remarque;RegEx
Etablissement - Informations générales;;;;;;;;Institution (inst.) - General information;;;;;Titre N1;;;;;;;;;;;Intitulé;;;;;;;;;ETAB;;
;;;;EtabNomOffi;nouveau;;Nom Etab officiel;Official name inst.;Nom officiel de l'établissement;Official name of the institution;Le nom officiel est un champ pré-rempli dans l’application.;O;Saisie;;Libre;O;SO;SO;SO;SO;SO;SO;SO;Texte;;;;;;;;;ETAB;reprise d'historique IG1 selon les cas;
;;;;SorVolLiv;Flux10;;Total livres français et étrangers - Sorties de documents - Volumes ou UM;Total French and foreign books - deselected documents - Book/material units;Livres publiés en France ou à l'étranger. ;;Comptabiliser en nombre d’unités matérielles toutes les sorties de l’inventaire de livres imprimés, par élimination (désherbage), constat de perte ou de vol…;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Mat;année civile;0;100 000;N-Bl;;-40 %;40 %;SD;;
;;;;SorVolAut;Flux18;;Autres - Sorties de documents - Volumes ou UM;Others - deselected documents - Book/material units;Autres documents. ;;Comptabiliser en nombre d’unités matérielles toutes les sorties de l’inventaire de documents sonores, audiovisuels, les cartes, etc, par élimination (désherbage), constat de perte ou de vol…;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Mat;année civile;0;100 000;N-Bl;;-40 %;40 %;SD;;
;;;;SorVolTot;nouveau;;Total sorties volumes ou UM;Total Book/material units deselected;;;Total calculé;;Calculée;SorVolLiv + SorVolAut;Non;;;;;;;;;entier;Titres;année civile;;;;;;;SD;;
;Documentation numérique gérée par l'établissement;;;;;;;Digital documents managed by institution;;;Comptabiliser uniquement la documentation stockée et mise en accès à partir de serveurs gérés par l’établissement. Les ressources accessibles via la plateforme ISTEX ne sont pas comprises. Distinguer la documentation numérique produite au sein de l’établissement de la documentation acquise définitivement par l’établissement et mise en accès sur des serveurs propres.;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;Documentation numérique produite au sein de l’établissement;;;;;;Digital documents produced by institution;;;;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;Entrées de documents / Unité documentaires;;;;;Book/material unit entries;;;;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;EntNumerise;Flux19;;Documents numérisés (livres, revues, thèses, autres) - Entrées de documents - Nombre d'unités documentaires;Digitized documents (books, journals, theses, others) - Document entries - Number of doc. units ;Documents numérisés acquis (hors ressource ISTEX), stockés et mis en accès à partir de serveurs gérés par l’établissement. ;;Comprend les documents numérisés à partir des collections de l’établissement ou de l’organisme, c’est-à-dire convertis en numérique à partir d’un support analogique, par la structure documentaire. La numérisation pour la fourniture de documents de la collection à un usager ou une institution est exclue, ainsi que l’achat de copies numériques pour remplacer des copies imprimées. La numérisation à fin de conservation et la numérisation de masse sont comprises le cas échéant. (d’après ISO 2789 3.3.15 et 2.3.16);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Doc;année civile;0;100 000;N-Bl;;-40 %;40 %;SD;;
;;;;EntTheseNum;Flux21;;Thèses, HDR, mémoires et travaux universitaires (nativement numériques) - Entrées de documents - Nombre d'unités documentaires;Theses, HDR, dissertations and university research (naturally numerical) - Document entries - Number of doc. units ;Thèses, HDR, mémoires et travaux universitaires nativement numériques, stockés et mis en accès sur les serveurs gérés par l’établissement.;; Les documents dont une version numérique est publiée en même temps qu’une version analogique sont inclus. Les documents numérisés à partir d’une forme analogique sont exclus. (d’après ISO 2789 2.3.5);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Doc;année civile;0;100 000;N-Bl;;-40 %;40 %;SD;;
;;;;EntPedago;Flux23;;Documents pédagogiques - Entrées de documents - Nombre d'unités documentaires;Teaching documents - Document entries - Number of doc. units ;Sont considérés comme des documents pédagogiques les œuvres en format numérique principalement créées pour permettre l'enseignement et destinées à un public d'enseignants, d'élèves ou d'étudiants et qui font expressément référence à un niveau d'enseignement, à un diplôme ou à un concours (BO n°16 du 19 avril 2012, protocole d'accord du 1-2-2012, NOR : MENJ1200116X). Exemples : texte structuré en sections, exercice de type QCM, simulateur, image, démonstration, sujet d’examen. Un document pédagogique peut être constitué de plusieurs unités documentaires (exemple : une séquence de cours composée d’un texte structuré, de cartes et d’un QCM).;; Compter uniquement les documents pédagogiques faisant l’objet d’un signalement par la structure documentaire, soit dans le catalogue général, soit dans une base de données spécifique.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Doc;année civile;0;100 000;N-Bl;;-40 %;40 %;SD;;
;;;;EntProdTot;nouveau;;s/total documentation numérique produite Unités matérielles;s/total digitized doc. produced MU;;;;;Calculée;EntNumerise + EntTheseNum + EntPedago;Non;;;;;;;;;entier;Unités Doc;année civile;;;;;;;SD;;
;;;Entrées de documents / Giga Octets;;;;;Document entries in Gigabytes;;;;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;EntNumeriseGo;Flux20;;Documents numérisés (livres, revues, thèses, autres) - Entrées de documents - Nombre d'unités documentaires;Digitized documents (books, journals, theses, other) - Document entries- in Gigabytes;Documents numérisés (livres, revues, thèses, autres) : comprend les documents numérisés à partir des collections de l’établissement ou de l’organisme, c’est-à-dire convertis en numérique à partir d’un support analogique.;;L’ensemble des questions portant sur les collections en GigaOctets a été supprimé pour l'enquête 2019;N;Saisie;;libre;;1;1;1;1;1;1;0;dec2;Go;année civile;;;;;;;SD;;
;;;;EntTheseNumGo;Flux22;;Thèses, HDR, mémoires et travaux universitaires (nativement numériques) - Entrées de documents - Giga octets+H229;Theses, HDR, dissertations and university research (naturally numerical) - Document entries- in Gigabytes;Thèses, HDR, mémoires et travaux universitaires nativement numériques : ces documents doivent avoir été créés à l’origine sous forme numérique, et ne pas avoir été l’objet d’une numérisation.;;L’ensemble des questions portant sur les collections en GigaOctets a été supprimé pour l'enquête 2019;N;Saisie;;libre;;1;1;1;1;1;1;0;dec2;Go;année civile;;;;;;;SD;;
;;;;EntPedagoGo;Flux24;;Documents pédagogiques - Entrées de documents - Giga octets;Teaching documents - Document entries- in Gigabytes;Documents pédagogiques signalés par la structure documentaire : sont considérés comme des documents pédagogiques les œuvres en format numérique principalement créées pour permettre l'enseignement et destinées à un public d'enseignants, d'élèves ou d'étudiants et qui font expressément référence à un niveau d'enseignement, à un diplôme ou à un concours (BO n°16 du 19 avril 2012, protocole d'accord du 1-2-2012, NOR : MENJ1200116X). Exemples : texte structuré en sections, exercice de type QCM, simulateur, image, démonstration, sujet d’examen. Un document pédagogique peut être constitué de plusieurs unités documentaires (exemple : une séquence de cours composée d’un texte structuré, de cartes et d’un QCM). ;;L’ensemble des questions portant sur les collections en GigaOctets a été supprimé pour l'enquête 2019;N;Saisie;;libre;;1;1;1;1;1;1;0;dec2;Go;année civile;;;;;;;SD;;
;;;;EntProdTotGo;nouveau;;;;;;Total calculé;;Calculée;EntNumeriseGo + EntTheseNumGo + EntPedagoGo;Non;;;;;;;;;;;;;;;;;;SD;;
;;Documentation numérique acquise définitivement par l’établissement;;;;;;Digital documents permanently acquired by institution;;;Documentation numérique acquise : On ne compte ici que la documentation acquise définitivement par l’établissement et mise en accès sur des serveurs propres.;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;Entrées de documents / Titres;;;;;Document entries/Titles;;;;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;EntNumAcq;Flux25;;Documentation acquise (stockage par l'établissement) - Entrées de documents - Titres;Material acquired (stored by the establishment) - Document entries - Titles;;;Comptabiliser en nombre de titres la documentation numérique  acquise définitivement par l’établissement et mise en accès sur des serveurs propres.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;année civile;0;100 000;N-Bl;;-40 %;40 %;SD;;
;;;Entrées de documents / Giga Octets;;;;;Document entries/Gigabytes;;;L’ensemble des questions portant sur les collections en GigaOctets a été supprimé pour l'enquête 2019;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;EntNumAcqGo;Flux26;;Documentation acquise (stockage par l'établissement) - Entrées de documents - Giga octets;Material acquired (stored by the establishment) - Document entries- in Gigabytes;;;L’ensemble des questions portant sur les collections en GigaOctets a été supprimé pour l'enquête 2019;N;Saisie;;libre;;1;1;1;1;1;1;0;dec2;Go;année civile;;;;;;;SD;;
;;;;NumGereeTot;nouveau;;Total Documentation numérique gérée par l’établissement / Titres ou Nb d’unités documentaires;Total Digitized Material managed by the establishment / Titles or No doc. units ;;;Donnée calculée;;Calculée;EntNumerise + EntTheseNum + EntPedago + EntNumAcq;Non;;;;;;;;;entier;;année civile;;;;;;;SD;;
;;;;NumGereeTotGo;nouveau;;Total Documentation numérique gérée par l’établissement / Go;Total Digitized Material managed by the establishment / GB;;;L’ensemble des questions portant sur les collections en GigaOctets a été supprimé pour l'enquête 2019;;Calculée;EntNumeriseGo + EntTheseNumGo + EntPedagoGo + EntNumAcqGo;Non;;;;;;;;;;;;;;;;;;SD;;
;Documentation numérique mise à disposition des usagers;;;;;;;Digital documentation available to users;;;Ensemble de la documentation mise à disposition des usagers, indépendamment du mode d’acquisition et du type d’accès. Elle compte donc un nombre de services aux usagers, qui englobe à la fois les stocks au 31/12 (accès pérennes) et les flux d’abonnements n’ouvrant pas droit à un accès pérenne dans leur état au 31/12. Bien qu’elle figure dans le groupe Collections(Flux), elle procède donc d’une logique légèrement différente (puisqu’elle inclut toutes les collections), sans être pour autant assimilable aux stocks qui ne considèrent que la documentation acquise définitivement. Prendre en compte les ressources de la « Freedom Collection » acquises auprès d’Elsevier dans le cadre de la licence nationale.;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;Services ressources;;;;;;Services/resources;;;;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;;NbNumSouscrite;Flux27;;Services/ressources : nombre de souscriptions en cours au 31.12;Services/resources: number of active subscriptions 31.12;;;Compter le nombre d’abonnements à des bases de données et à des bouquets.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;;;;;;SD;;
;;Titres signalés dans une liste alphabétique du système d’information ou du catalogue;;;;;;Titles indexed in the alphabetical listing of information system or catalogue;;; Compter ici : les stocks au 31/12 , les titres signalés résultant d’abonnements n’ouvrant pas droit à un accès pérenne , l’ensemble de la documentation non payante signalée (archives ouvertes, ISTEX…).;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;;NumSignalePer;Flux28;;Périodiques électroniques;Periodicals;Périodiques électroniques : tous les périodiques sous forme électronique disponibles ou non également dans un autre format. ;;Comptabiliser les titres de périodiques électroniques en cours d’abonnement signalés individuellement aux usagers, soit par une liste alphabétique (« service A to Z »), soit par un signalement dans le catalogue général ou tout autre moyen. Cela implique un dédoublonnage entre les titres présents dans plusieurs bouquets ou bases de données, et la possibilité de distinguer les titres dont l’accroissement continue. Les ressources libres ou gratuites sur internet peuvent être comprises, si le choix a été fait d’inclure le titre dans la collection en le signalant selon les modalités indiquées.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;5 000 000;N-Bl;;-40 %;40 %;SD;;
;;;;NumSignaleLiv;Flux29;;Livres électroniques;e-books;Livre électronique : document numérique non publié en série, sous licence ou non, dans lequel le texte interrogeable occupe une place prépondérante, et qui peut être considéré comme équivalent d'une monographie. ;;Comptabiliser les titres de livres électroniques signalés individuellement aux usagers, soit par une liste alphabétique (« service A to Z »), soit dans le catalogue général. ou tout autre moyen. Cela implique un dédoublonnage entre les titres présents dans plusieurs services. Les ressources libres ou gratuites sur internet peuvent être comprises, si le choix a été fait d’inclure le titre dans la collection en le signalant selon les modalités indiquées.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;5 000 000;N-Bl;;-40 %;40 %;SD;;
;;;;NumSignaleTot;nouveau;;Total titres signalés …;Total titles notified …;;;total calculé;;Calculée;NumSignalePer + NumSignaleLiv;Non;;;;;;;;;entier;Titres;31-12;;;;;;;SD;;
Publics;;;;;;;;Visitors;;;;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;Fréquentation;;;;;;;Visits;;;;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;;NbEntrees;Pub2;;Nombre d'entrées au cours de l'année civile;Number visits during calendar year ;;;Compter le nombre annuel d'entrées dans les locaux de la bibliothèque. Ce relevé peut être effectué soit à l'entrée soit à la sortie, par une des méthodes suivantes : tourniquet , comptage électronique , comptage manuel. Si cela s’avère nécessaire, en particulier pour le comptage manuel, on peut utiliser un échantillonnage sur une (ou plusieurs) durée(s) limitée(s), puis extrapoler pour obtenir une estimation annuelle. (d’après ISO 2789 6.2.10);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;année civile;0;10 000 000;N-Bl;;-25 %;25 %;SD;;
;;Expositions visites et animations;;;;;;Exhibitions, guided tours & events;;;;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;;NbExpos;Us11;;Nombre d'expositions organisées;Number exhibitions organized;Une exposition est une présentation d'objets de durée limitée.;; Comptabiliser les expositions organisée ou co-organisée par la bibliothèque, qu’elles aient eu lieu à l'intérieur ou à l'extérieur de la bibliothèque (ISO 2789 2.2.10). Les prêts d’œuvres ne sont pas comptabilisés.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;année civile;0;1 000;N-Bl;;;;SD;;
;;;;NbAutManif;Us12;;Autres manifestations;Other events;;;Nombre d’événements à caractère culturel, hors expositions, organisés par le service sur une durée limitée. Ces événements se caractérisent par la volonté de valoriser les collections, le patrimoine architectural, ou bien d’offrir un lieu de débat et d’échange (conférences, débats, invitation d’auteurs, visionnages de films, groupes de lecture, discussions littéraires, ateliers(D’après ISO 11620 B.2.2.4);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;année civile;0;1 000;N-Bl;;;;SD;;
;Usagers (à renseigner par les universités et les établissements d'enseignement supérieurs uniquement);;;;;;;Users (to be identified by universities or university libraries only);;;Les universités et les organismes de recherche répondent de façon distincte à ces deux sous-groupes. On comptabilisera le nombre d’inscrits pour les organismes et, dans la mesure du possible, le nombre d’inscrits et le nombre d’emprunteurs pour les établissements d’enseignement supérieur. Ces données sont indicatrices d’une partie de la population utilisatrice de la structure documentaire, d’autres usages étant plus difficiles à mesurer.;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;Emprunteurs;;;;;Borrowers;;;Emprunteurs : Comptabiliser les usagers ayant effectué au moins un prêt ou un renouvellement au cours de l’année universitaire.;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;EmprL;Pub3;;Usagers de l'établissement - Etudiants en licence - emprunteurs;Institution's users - Undergraduate students - borrowers;Emprunteurs : usagers ayant effectué au moins un prêt ou un renouvellement au cours de l’année universitaire.;Les universités répondent;S’agissant des bibliothèques universitaires ou des bibliothèques de grande école, comptabiliser les étudiants en Licence relevant de l’établissement. Pour les bibliothèques interuniversitaires, comptabiliser les étudiants relevant des établissements cocontractants. Pour les autres bibliothèques, comptabiliser les usagers de ce niveau d’étude. Pour les études de médecine et de santé : la PACES et le premier cycle correspondent au niveau L.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;année universitaire;0;100 000;N-Bl;;-20 %;20 %;SD;;
;;;;EmprM;Pub5;;Usagers de l'établissement - Etudiants en master - emprunteurs;Institution's users - Masters' students - borrowers;Emprunteurs : usagers ayant effectué au moins un prêt ou un renouvellement au cours de l’année universitaire.;Les universités répondent;S’agissant des bibliothèques universitaires ou des bibliothèques de grande école, comptabiliser les étudiants en Master relevant de l’établissement. Pour les bibliothèques interuniversitaires, comptabiliser les étudiants relevant des établissements cocontractants. Pour les autres bibliothèques, comptabiliser les usagers de ce niveau d’étude.  Pour les études de médecine et de santé : le second cycle correspond au niveau M.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;année universitaire;0;60 000;N-Bl;;-20 %;20 %;SD;;
;;;;EmprD;Pub7;;Usagers de l'établissement - Etudiants en doctorat - emprunteurs;Institution's users - Doctoral students - borrowers;Emprunteurs : usagers ayant effectué au moins un prêt ou un renouvellement au cours de l’année universitaire.;Les universités répondent;S’agissant des bibliothèques universitaires ou des bibliothèques de grande école, comptabiliser les étudiants en doctorat relevant de l’établissement. Pour les bibliothèques interuniversitaires, comptabiliser les étudiants relevant des établissements cocontractants. Pour les autres bibliothèques, comptabiliser les usagers de ce niveau d’étude. Pour les études de médecine et de santé : le troisième cycle correspond au niveau D.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;année universitaire;0;10 000;N-Bl;;-20 %;20 %;SD;;
;;;;EmprEC;Pub9;;Usagers de l'établissement - Chercheurs et enseignants-chercheurs - emprunteurs;Institution's users - Researchers and lecturers - borrowers;Emprunteurs : usagers ayant effectué au moins un prêt ou un renouvellement au cours de l’année universitaire.;Les universités répondent;Réserver la catégorie aux chercheurs et enseignants-chercheurs (professeurs et maîtres de conférences) de l’université. Les chargés de cours et PRAG doivent être comptabilisés dans la catégorie « Autres usagers ». Si la distinction n’est pas faite dans les inscriptions, indiquer l’ensemble des personnels d’enseignement dans « Autres usagers ».;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;année universitaire;0;10 000;N-Bl;;-20 %;20 %;SD;;
;;;;EmpAut;Pub11;;Usagers de l'établissement - Autres usagers - emprunteurs;Institution's users - Other users - borrowers;Emprunteurs : usagers ayant effectué au moins un prêt ou un renouvellement au cours de l’année universitaire.;Les universités répondent;Tout usager relevant de l’établissement qui n’est pas comptabilisé dans les catégories précédentes.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;année universitaire;0;50 000;N-Bl;;-50 %;50 %;SD;;
;;;;EmpTot;nouveau;;s/total usagers de l'établissements emprunteurs;s/total of Institution's Users - borrowers;;;Total calculé;;Calculée;EmprL + EmprM + EmprD + EmprEC + EmpAut;Non;;;;;;;;;entier;;année universitaire;;;;;;;SD;;
;;;;EmprExt;Pub13;;Usagers extérieurs - emprunteurs;External users - borrowers;Emprunteurs : usagers ayant effectué au moins un prêt ou un renouvellement au cours de l’année universitaire.;;Usagers ne relevant pas de l’université, de l’établissement ou des établissements cocontractants d’une bibliothèque inter-universitaire.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;année universitaire;0;50 000;N-Bl;;-50 %;50 %;SD;;
;;;Inscrits;;;;;Registered users;;;Comptabiliser les inscrits seulement si l’inscription relève d’une démarche volontaire des usagers, et n’est pas automatique.;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;InscritL;Pub4;;Usagers de l'établissement - Etudiants en licence - inscrits;Institution's users - Undergraduate students - registered;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;S’agissant des bibliothèques universitaires ou des bibliothèques de grande école, comptabiliser les étudiants en Licence relevant de l’établissement. Pour les bibliothèques interuniversitaires, comptabiliser les étudiants relevant des établissements cocontractants. Pour les autres bibliothèques, comptabiliser les usagers de ce niveau d’étude. Pour les études de médecine et de santé : la PACES et le premier cycle correspondent au niveau L.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;100 000;N-Bl;;-20 %;20 %;SD;;
;;;;InscritM;Pub6;;Usagers de l'établissement - Etudiants en master - inscrits;Institution's users - Masters' students - registered;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;S’agissant des bibliothèques universitaires ou des bibliothèques de grande école, comptabiliser les étudiants en Master relevant de l’établissement. Pour les bibliothèques interuniversitaires, comptabiliser les étudiants relevant des établissements cocontractants. Pour les autres bibliothèques, comptabiliser les usagers de ce niveau d’étude.  Pour les études de médecine et de santé : le second cycle correspond au niveau M.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;60 000;N-Bl;;-20 %;20 %;SD;;
;;;;InscrritD;Pub8;;Usagers de l'établissement - Etudiants en doctorat - inscrits;Institution's users - Doctoral students - registered;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;S’agissant des bibliothèques universitaires ou des bibliothèques de grande école, comptabiliser les étudiants en doctorat relevant de l’établissement. Pour les bibliothèques interuniversitaires, comptabiliser les étudiants relevant des établissements cocontractants. Pour les autres bibliothèques, comptabiliser les usagers de ce niveau d’étude. Pour les études de médecine et de santé : le troisième cycle correspond au niveau D.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;10 000;N-Bl;;-20 %;20 %;SD;;
;;;;InscritEC;Pub10;;Usagers de l'établissement - Chercheurs et enseignants-chercheurs - inscrits;Institution's users - Researchers and lecturers - registered;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;Réserver la catégorie aux chercheurs et enseignants-chercheurs (professeurs et maîtres de conférences) de l’université. Les chargés de cours et PRAG doivent être comptabilisés dans la catégorie « Autres usagers ». Si la distinction n’est pas faite dans les inscriptions, indiquer l’ensemble des personnels d’enseignement dans « Autres usagers ».;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;10 000;N-Bl;;-20 %;20 %;SD;;
;;;;InscritAut;Pub12;;Usagers de l'établissement - Autres usagers - inscrits;Institution's users - Other users - registered;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;Tout usager relevant de l’établissement qui n’est pas comptabilisé dans les catégories précédentes.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;50 000;N-Bl;;-50 %;50 %;SD;;
;;;;InscritTot;nouveau;;s/total usagers de l'établissements inscrits;s/total registered Institution's users;;;Total calculé;;Calculée;InscritL + InscritM + InscrritD + InscritEC + InscritAut;Non;;;;;;;;;entier;;31-12;;;;;;;SD;;
;;;;InscritExt;Pub14;;Usagers extérieurs - inscrits;External users - registered;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;Usagers ne relevant pas de l’université, de l’établissement ou des établissements cocontractants d’une bibliothèque inter-universitaire.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;50 000;N-Bl;;-50 %;50 %;SD;;
;Usagers (à renseigner par les organismes uniquement);;;;;;;Users (to be identified by research organisations only);;;Ces questions ne concernent que les organismes de recherche (EPST, EPIC …) qui ne répondront donc pas aux questions du sous-groupe Universités et établissements d’enseignement supérieur.;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;Inscrits;;;;;;Registered users;;;;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;;OrgInscritD;Pub15;;Usagers de l'établissement inscrits en bibliothèque - Étudiants (doctorants);Institution's users registered in library - Students (doctoral);Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;Nombre de doctorants inscrits. Ces questions ne concernent que les organismes de recherche (EPST, EPIC …) qui ne répondront donc pas aux questions du sous-groupe Universités et établissements d’enseignement supérieur.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;10 000;N-Bl;;-20 %;20 %;SD;;
;;;;OrgInscritC;Pub16;;Usagers de l'établissement inscrits en bibliothèque - Chercheurs - Inscrits;Institution's users registered in library - Researchers - registered ;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;Nombre de chercheurs inscrits. Ces questions ne concernent que les organismes de recherche (EPST, EPIC …) qui ne répondront donc pas aux questions du sous-groupe Universités et établissements d’enseignement supérieur.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;10 000;N-Bl;;-20 %;20 %;SD;;
;;;;OrgInscritIR;Pub17;;Usagers de l'établissement inscrits en bibliothèque - Ingénieurs de recherche - Inscrits;Institution's users registered in library - research engineers  - registered;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;Nombre d'ingénieurs de recherche inscrits. Ces questions ne concernent que les organismes de recherche (EPST, EPIC …) qui ne répondront donc pas aux questions du sous-groupe Universités et établissements d’enseignement supérieur.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;10 000;N-Bl;;-20 %;20 %;SD;;
;;;;OrgInscritAut;Pub18;;Usagers de l'établissement inscrits en bibliothèque - Autres personnels de l'organisme - Inscrits;Institution's users registered in library - Other personnel of the organization - registered;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;Nombre d'autres personnels inscrits. Ces questions ne concernent que les organismes de recherche (EPST, EPIC …) qui ne répondront donc pas aux questions du sous-groupe Universités et établissements d’enseignement supérieur.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;10 000;N-Bl;;-50 %;50 %;SD;;
;;;;OrgInscritTot;nouveau;;s/total usagers de l'organisme inscrits;s/total users of the organization registered;;;Total calculé;;Calculée;OrgInscritD + OrgInscritC + OrgInscritIR + OrgInscritAut;Non;;;;;;;;;entier;;31-12;;;;;;;SD;;
;;;;OrgInscritExtC;Pub19;;Chercheurs extérieurs à l'organisme - Inscrits;Researchers external to organization - registered;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;Chercheurs extérieures inscrits. Ces questions ne concernent que les organismes de recherche (EPST, EPIC …) qui ne répondront donc pas aux questions du sous-groupe Universités et établissements d’enseignement supérieur.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;10 000;N-Bl;;-50 %;50 %;SD;;
;;;;OrgInscritExtAut;Pub20;;Autres usagers extérieurs - Inscrits;Other external users - registered;Inscriptions relevant d’une démarche volontaire des usagers, et non automatiques.;;Autres extérieurs inscrits. Ces questions ne concernent que les organismes de recherche (EPST, EPIC …) qui ne répondront donc pas aux questions du sous-groupe Universités et établissements d’enseignement supérieur.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;;31-12;0;50 000;N-Bl;;-50 %;50 %;SD;;
Usages numériques;;;;;;;;Digital use;;;;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;Documentation numérique;;;;;;;Digital material;;;Distinguer l’usage des collections numériques acquises à titre onéreux auprès des éditeurs (quel que soit le mode d’accès, et qu’il s’agisse d’un achat pérenne ou d’un abonnement), et l’usage des collections produites par l’établissement, par exemple par numérisation.;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;Documentation numérique acquise;;;;;;Acquired digital material;;;La documentation acquise comprend tous les services pour lesquels un droit d’usage a été acquis. Les statistiques d’usage de ressources publiées sur le modèle du « libre accès », mais pour lesquelles il est possible de régler une contribution en échange de services supplémentaires (modèle Freemium) sont incluses. Utiliser les rapports statistiques fournis par les éditeurs, dont beaucoup se conforment au code de bonnes pratiques Counter. Lorsque les statistiques fournies par des éditeurs concernent un ensemble de structures qui ont acquis une ressource de manière conjointe, l’ensemble des usages est signalé par la structure ayant financé l’achat, et uniquement par elle. En cas d’achat mutualisé, un prorata est effectué, afin qu’un même usage ne soit pas comptabilisé deux fois. Prendre en compte les ressources de la « Freedom Collection » acquises auprès d’Elsevier dans le cadre de la licence nationale.;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
